accuracy,precision,recall,f1_score,cross_entropy,training_time
0.4978,0.5019858007483246,0.49779999999999996,0.48750690122755974,1.4246030599683959,332.99556517601013
epoch,avg_loss,accuracy
0,2.0855762654927683,0.3518
1,1.912116203799884,0.3774
2,1.8610573376766493,0.3974
3,1.8182760167494068,0.414
4,1.7938810831699747,0.4225
5,1.7655181468870846,0.4298
6,1.7423590725396103,0.4411
7,1.727847481703219,0.4552
8,1.7117361132003728,0.4479
9,1.6951664156933495,0.4564
10,1.6823388227908407,0.4643
11,1.6687462950803662,0.4648
12,1.6615438425147782,0.4704
13,1.6526749007843158,0.4699
14,1.6479486665040475,0.4728
15,1.6357553006143162,0.471
16,1.6331409092720983,0.4743
17,1.622007550439206,0.476
18,1.6172488452625586,0.4833
19,1.6178093411374723,0.4803
20,1.6148364544124463,0.48
21,1.6083695905601052,0.4808
22,1.6043704153416933,0.484
23,1.604660480689192,0.4834
24,1.5996322252594517,0.4875
25,1.6022172586333525,0.4885
26,1.5959724567827207,0.4903
27,1.5934591645619847,0.4909
28,1.5959632767411798,0.4884
29,1.5922469308742349,0.4903
30,1.5895780046782604,0.4886
31,1.5864850850813548,0.4934
32,1.5937257518464236,0.4948
33,1.5857369861513364,0.4867
34,1.5869306206778306,0.4888
35,1.5835977249098496,0.4911
36,1.5805094213657376,0.4924
37,1.580607772865642,0.4904
38,1.5764531313698136,0.4925
39,1.5739807315428782,0.4994
40,1.5753870747894898,0.4983
41,1.5762334143569816,0.4929
42,1.5725572230172329,0.4966
43,1.5737618269245346,0.4945
44,1.5783458170063775,0.4962
45,1.5725296446153163,0.4971
46,1.566881394614973,0.4937
47,1.5776203239725193,0.4951
48,1.5712206331642775,0.4951
49,1.5725399233614636,0.4978
