accuracy,precision,recall,f1_score,cross_entropy,training_time
0.4945,0.4979871863170405,0.49449999999999994,0.48422250672822187,1.419814291357425,308.0600218772888
epoch,avg_loss,accuracy
0,2.0730934081104064,0.3411
1,1.9156105334580436,0.3798
2,1.863691852637411,0.3938
3,1.8286572549245512,0.4141
4,1.7997274315025744,0.4235
5,1.7785794949926068,0.4272
6,1.7565373316692408,0.4437
7,1.7404458428061564,0.4422
8,1.718850939166685,0.4483
9,1.7045565002539111,0.4565
10,1.6983378546212946,0.4569
11,1.6859433723240165,0.4572
12,1.6720334200777525,0.4671
13,1.6643313516175986,0.463
14,1.6595135212763388,0.4742
15,1.6512562732541576,0.4746
16,1.6435679305138264,0.4721
17,1.6388999147013827,0.4777
18,1.6390041460385718,0.4801
19,1.630318513551938,0.4793
20,1.6204411042929163,0.4784
21,1.6229537288575346,0.4791
22,1.6184486280509462,0.4819
23,1.6068260445907299,0.4801
24,1.6089505464658163,0.4873
25,1.608532641238255,0.4879
26,1.6068328085003887,0.4911
27,1.601346000503562,0.49
28,1.5996247745334475,0.4901
29,1.59735202376142,0.4863
30,1.5964982372212226,0.4924
31,1.5924545946424278,0.4898
32,1.5891633321212582,0.4927
33,1.5881584123987236,0.4917
34,1.5884760911860523,0.4886
35,1.5808684008182494,0.4896
36,1.584452186898908,0.4907
37,1.579994500353184,0.4916
38,1.57912686444249,0.4932
39,1.57852705058383,0.4922
40,1.5746886438189371,0.4902
41,1.571855926501275,0.4906
42,1.5779791382191732,0.491
43,1.5757953307111616,0.4895
44,1.5727719529732953,0.49
45,1.5727321772265208,0.4983
46,1.5728633935918666,0.4901
47,1.568546860739692,0.4966
48,1.569009962013439,0.4913
49,1.5616045272666537,0.4945
